id,position,name,description,dueDate,timer,commentCount,boardId,listId,coverAttachmentId
1605293212367324729,32767.5,Different language of Getting Started?,"The Getting Started project is available in:
- English - <!--red-->EN<!--red-end-->
- Polish - <!--red-->PL<!--red-end-->

To access the Getting Started in different languages:
- Change your display language in 4ga Boards - Go to Settings -> Preferences -> Language
- Re-import Getting Started project - Go to Settings -> About -> Import Getting Started Project",,,0,1605293210387613227,1605293211964671537,
1605293212442822219,32767.5,Edytor tekstu: Opis karty i komentarze,Zarówno opis karty jak i komentarze umożliwiają wykorzystywanie składni Markdown.,,,1,1605293210387613227,1605293211973060152,
1605293212409267783,65535,Przejdź do ustawień,"Ustawienia dostępne są po kliknięciu ikony  <!--orange-->Zębatki <!--orange-end-->lub twój awatar w prawym górnym rogu.
Aby przejść do ustawień projektu kliknij ikonę <!--orange-->Zębatki w prostokącie<!--orange-end--> (widoczna tylko w przypadku posiadania uprawnień moderatora projektu).

Więcej o ustawieniach i uprawnieniach przeczytasz w:
https://docs.4gaboards.com/pl/docs/admin-settings",,,0,1605293210387613227,1605293211973060150,
1605293212400879165,65535,Strona 4ga Boards,https://4gaboards.com,,,0,1605293210387613227,1605293211973060146,
1605293212375713338,65535,Wprowadzenie,"Witamy w 4ga Boards!

Ta tablica (ang. board) pozwoli ci poznać najważniejsze oraz unikalne funkcje programu. Zawiera także garść porad i sztuczek które pozwolą najefektywniej wykorzystać potencjał 4ga Boards.

Pełna dokumentacja znajduje się na stronie:
https://docs.4gaboards.com/pl",,,0,1605293210387613227,1605293211964671537,
1605293212442822218,65535,Karta,"Możesz ukryć niektóre elementy karty (opis, zadania, załączniki, komentarze) przy pomocy znajdującej się przy danym elemencie ikony <!--orange-->Minusa<!--orange-end-->. Aby przywrócić domyślny widok elementu, kliknij ikonę <!--orange-->Plusa<!--orange-end-->. Zmiany te przenoszą się na inne karty dla konkretnego użytkownika.

Prawy górny róg widoku karty zawiera:
- Ikonę <!--orange-->Kosza<!--orange-end--> usuwającą kartę (wymagane potwierdzenie w osobnym okienku),
- Ikonę <!--orange-->Menu kontekstowego<!--orange-end--> (trzy kropki) karty otwierającego menu kontekstowe.
- Ikonę <!--orange-->X<!--orange-end--> zamykającą widok karty.",,,0,1605293210387613227,1605293211973060151,
1605293212400879167,65535,Filtrowanie tablic/projektów,"Użyj pola <!--lime-->Filtruj...<!--lime-end--> w panelu bocznym aby wyszukać konkretne projekty/tablice.

Zmień rodzaj wyszukiwania (P dla projektów, B dla tablic) klikając przycisk `Tab` lub ikonkę <!--orange-->Skrzyżowanych strzałek<!--orange-end-->.

Usuń filtry klikając `Esc` lub ikonę <!--orange-->X<!--orange-end--> .",,,0,1605293210387613227,1605293211973060147,
1605293212400879166,65535,Tą kartę zobaczysz dopiero jak rozwiniesz listę,,,,0,1605293210387613227,1605293211973060149,
1605293212451210829,65535,Opis: Zmiany lokalne,"Napis <!--yellow-->Zmiany lokalne<!--yellow-end--> oznacza że opis karty jest edytowany i zmiany nie są zarejestrowane na serwerze.

Aby je zapisać użyj skrótu `Ctrl` + `Enter` lub kliknij przycisk <!--lime-->Zapisz<!--lime-end-->.",,,0,1605293210387613227,1605293211973060152,
1605293212417656392,131070,Jak zmienić język?,Przejdź do Ustawienia -> Preferencje -> Język i wybierz odpowiedni język z rozwijanego menu.,,,0,1605293210387613227,1605293211973060150,
1605293212375713339,131070,Przydatne skróty klawiszowe,"## Przydatne skróty klawiszowe

`Ctrl` + `Enter`

Pozwala na szybki zapis zmian w wielu miejscach, np. podczas edycji tekstu, dodawania zadania. Zastosuj ten skrót przy tworzeniu nowej karty aby automatycznie otworzyć
widok karty.

`Shift` + `Scroll`

Przytrzymaj shift aby przewijać w poziomie.",,,0,1605293210387613227,1605293211964671537,
1605293212409267776,131070,Dokumentacja,https://docs.4gaboards.com/pl,,,0,1605293210387613227,1605293211973060146,
1605293212409267779,131070,Nawigacja w obrębie tablicy,"Większość elementów takich jak listy czy karty można swobodnie ustawiać poprzez przeciąganie ich po ekranie.

Przesuwaj listy ze zbyt dużą ilością kart przy użyciu `Scroll` (Kółka myszki) bądź paska przewijania.

Przeciągaj tablicę z dużą ilością list klikając `Shift` + `Scroll` (Kółko myszki), przytrzymując w pustym miejscu i przeciągając myszką lub użyj paska przewijania na dole strony.",,,0,1605293210387613227,1605293211973060147,
